,country,year,life_expectancy
3236,North Korea,1804,26.0
3237,South Korea,1804,25.8
3240,Kuwait,1804,26.0
3241,Kyrgyz Republic,1804,23.94
3242,Lao,1804,31.9
3243,Latvia,1804,33.0
3244,Lebanon,1804,29.7
3245,Lesotho,1804,32.8
3246,Liberia,1804,31.1
3247,Libya,1804,33.1
3249,Lithuania,1804,28.9
3250,Luxembourg,1804,36.9
3251,"Macao, China",1804,34.7
3252,"Macedonia, FYR",1804,36.1
3253,Madagascar,1804,30.5
3254,Malawi,1804,30.3
3255,Malaysia,1804,30.6
3256,Maldives,1804,32.65
3257,Mali,1804,26.41
3258,Malta,1804,28.7
3260,Martinique,1804,30.15
3261,Mauritania,1804,32.0
3262,Mauritius,1804,28.7
3263,Mayotte,1804,32.5
3264,Mexico,1804,26.9
3265,"Micronesia, Fed. Sts.",1804,26.7
3266,Moldova,1804,33.15
3268,Mongolia,1804,31.8
3269,Montenegro,1804,35.4
3271,Morocco,1804,33.1
3272,Mozambique,1804,30.28
3273,Myanmar,1804,30.8
3274,Namibia,1804,32.4
3276,Nepal,1804,32.8
3277,Netherlands,1804,39.86
3278,Netherlands Antilles,1804,34.41
3279,New Caledonia,1804,26.0
3280,New Zealand,1804,34.05
3282,Nicaragua,1804,25.4
3283,Niger,1804,30.8
3284,Nigeria,1804,30.4
3289,Norway,1804,40.52
3290,Oman,1804,32.3
3291,Pakistan,1804,25.8
3293,Panama,1804,32.9
3294,Papua New Guinea,1804,31.5
3295,Paraguay,1804,35.5
3296,Peru,1804,35.7
3297,Philippines,1804,30.9
3299,Poland,1804,35.9
3300,Portugal,1804,35.6
3301,Puerto Rico,1804,30.43
3302,Qatar,1804,30.8
3303,Reunion,1804,33.0
3304,Romania,1804,35.7
3305,Russia,1804,29.57
3306,Rwanda,1804,31.8
3310,St. Lucia,1804,28.01
3312,St. Vincent and the Grenadines,1804,25.99
3314,Samoa,1804,25.4
3316,Sao Tome and Principe,1804,31.0
3317,Saudi Arabia,1804,32.1
3318,Senegal,1804,25.2
3319,Serbia,1804,35.5
3322,Seychelles,1804,37.0
3323,Sierra Leone,1804,25.1
3324,Singapore,1804,29.1
3325,Slovak Republic,1804,36.4
3326,Slovenia,1804,36.6
3327,Solomon Islands,1804,25.1
3328,Somalia,1804,29.4
3330,South Africa,1804,33.5
3332,Spain,1804,29.5
3333,Sri Lanka,1804,32.6
3334,Sudan,1804,31.4
3335,Suriname,1804,32.9
3337,Swaziland,1804,32.3
3338,Sweden,1804,39.7
3339,Switzerland,1804,38.0
3340,Syria,1804,31.1
3341,Taiwan,1804,28.3
3342,Tajikistan,1804,24.24
3343,Tanzania,1804,32.2
3344,Thailand,1804,30.4
3345,Timor-Leste,1804,28.95
3346,Togo,1804,31.3
3348,Tonga,1804,28.2
3350,Trinidad and Tobago,1804,32.9
3351,Tunisia,1804,28.8
3352,Turkey,1804,35.0
3353,Turkmenistan,1804,24.0
3356,Uganda,1804,25.3
3357,Ukraine,1804,36.6
3358,United Arab Emirates,1804,30.7
3359,United Kingdom,1804,41.44
3360,United States,1804,39.41
3361,Uruguay,1804,32.9
3363,Uzbekistan,1804,26.93
3365,Vanuatu,1804,24.3
3366,Venezuela,1804,32.2
3367,West Bank and Gaza,1804,32.1
3369,Western Sahara,1804,34.75
3370,Vietnam,1804,32.0
3371,Virgin Islands (U.S.),1804,33.4
3374,Yemen,1804,23.39
3376,Zambia,1804,32.6
3377,Zimbabwe,1804,33.7
3379,South Sudan,1804,26.67
3901,Afghanistan,1805,28.16
3903,Albania,1805,35.4
3904,Algeria,1805,28.82
3907,Angola,1805,26.98
3909,Antigua and Barbuda,1805,33.54
3910,Argentina,1805,33.2
3911,Armenia,1805,34.0
3912,Aruba,1805,34.42
3913,Australia,1805,34.05
3914,Austria,1805,34.4
3915,Azerbaijan,1805,29.17
3916,Bahamas,1805,35.18
3917,Bahrain,1805,30.3
3918,Bangladesh,1805,25.5
3919,Barbados,1805,32.12
3920,Belarus,1805,36.2
3921,Belgium,1805,40.04
3922,Belize,1805,26.5
3923,Benin,1805,31.0
3925,Bhutan,1805,28.8
3926,Bolivia,1805,33.0
3927,Bosnia and Herzegovina,1805,35.1
3928,Botswana,1805,33.6
3929,Brazil,1805,32.0
3931,Brunei,1805,29.2
3932,Bulgaria,1805,36.02
3933,Burkina Faso,1805,29.2
3934,Burundi,1805,31.5
3935,Cambodia,1805,35.0
3936,Cameroon,1805,28.75
3937,Canada,1805,39.01
3938,Cape Verde,1805,33.8
3940,Central African Republic,1805,30.0
3941,Chad,1805,30.9
3943,Chile,1805,32.0
3944,China,1805,32.0
3947,Colombia,1805,32.0
3948,Comoros,1805,32.1
3949,"Congo, Dem. Rep.",1805,31.6
3950,"Congo, Rep.",1805,32.7
3952,Costa Rica,1805,30.21
3953,Cote d'Ivoire,1805,31.16
3954,Croatia,1805,36.1
3955,Cuba,1805,32.86
3956,Cyprus,1805,38.5
3957,Czech Republic,1805,34.95
3959,Denmark,1805,43.02
3960,Djibouti,1805,29.9
3962,Dominican Republic,1805,29.9
3964,Ecuador,1805,32.9
3965,Egypt,1805,33.0
3966,El Salvador,1805,28.7
3967,Equatorial Guinea,1805,29.8
3968,Eritrea,1805,30.2
3970,Estonia,1805,33.93
3971,Ethiopia,1805,29.7
3974,Fiji,1805,26.1
3975,Finland,1805,39.8
3976,France,1805,34.88
3977,French Guiana,1805,30.5
3978,French Polynesia,1805,25.6
3979,Gabon,1805,30.6
3980,Gambia,1805,28.8
3981,Georgia,1805,31.87
3982,Germany,1805,38.37
3983,Ghana,1805,28.0
3985,Greece,1805,36.6
3986,Greenland,1805,33.87
3987,Grenada,1805,31.4
3988,Guadeloupe,1805,27.66
3989,Guam,1805,27.5
3990,Guatemala,1805,25.8
3992,Guinea,1805,29.55
3993,Guinea-Bissau,1805,32.0
3994,Guyana,1805,31.12
3995,Haiti,1805,29.0
3997,Honduras,1805,33.9
3998,"Hong Kong, China",1805,34.9
3999,Hungary,1805,36.0
4000,Iceland,1805,30.85
4001,India,1805,25.44
4002,Indonesia,1805,30.0
4003,Iran,1805,25.6
4004,Iraq,1805,31.2
4005,Ireland,1805,38.3
4007,Israel,1805,32.0
4008,Italy,1805,29.69
4009,Jamaica,1805,34.2
4010,Japan,1805,36.4
4012,Jordan,1805,31.7
4013,Kazakhstan,1805,26.2
4014,Kenya,1805,25.5
4015,Kiribati,1805,24.9
4016,North Korea,1805,26.0
4017,South Korea,1805,25.8
4020,Kuwait,1805,26.0
4021,Kyrgyz Republic,1805,23.94
4022,Lao,1805,31.9
4023,Latvia,1805,33.0
4024,Lebanon,1805,29.7
4025,Lesotho,1805,32.8
4026,Liberia,1805,31.1
4027,Libya,1805,33.1
4029,Lithuania,1805,28.9
4030,Luxembourg,1805,36.9
4031,"Macao, China",1805,34.7
4032,"Macedonia, FYR",1805,36.1
4033,Madagascar,1805,30.5
4034,Malawi,1805,30.3
4035,Malaysia,1805,30.6
4036,Maldives,1805,32.65
4037,Mali,1805,26.41
4038,Malta,1805,28.7
4040,Martinique,1805,30.15
4041,Mauritania,1805,32.0
4042,Mauritius,1805,28.7
4043,Mayotte,1805,32.5
4044,Mexico,1805,26.9
4045,"Micronesia, Fed. Sts.",1805,26.7
4046,Moldova,1805,33.15
4048,Mongolia,1805,31.8
4049,Montenegro,1805,35.4
4051,Morocco,1805,33.1
4052,Mozambique,1805,30.28
4053,Myanmar,1805,30.8
4054,Namibia,1805,32.4
4056,Nepal,1805,32.8
4057,Netherlands,1805,39.86
4058,Netherlands Antilles,1805,34.41
4059,New Caledonia,1805,26.0
4060,New Zealand,1805,34.05
4062,Nicaragua,1805,25.4
4063,Niger,1805,30.8
4064,Nigeria,1805,30.4
4069,Norway,1805,44.27
4070,Oman,1805,32.3
4071,Pakistan,1805,25.8
4073,Panama,1805,32.9
4074,Papua New Guinea,1805,31.5
4075,Paraguay,1805,35.5
4076,Peru,1805,35.7
4077,Philippines,1805,30.9
4079,Poland,1805,35.9
4080,Portugal,1805,35.6
4081,Puerto Rico,1805,30.43
4082,Qatar,1805,30.8
4083,Reunion,1805,33.0
4084,Romania,1805,35.7
4085,Russia,1805,29.57
4086,Rwanda,1805,31.8
4090,St. Lucia,1805,28.01
4092,St. Vincent and the Grenadines,1805,25.99
4094,Samoa,1805,25.4
4096,Sao Tome and Principe,1805,31.0
4097,Saudi Arabia,1805,32.1
4098,Senegal,1805,25.2
4099,Serbia,1805,35.5
4102,Seychelles,1805,37.0
4103,Sierra Leone,1805,25.1
4104,Singapore,1805,29.1
4105,Slovak Republic,1805,36.4
4106,Slovenia,1805,36.6
4107,Solomon Islands,1805,25.1
4108,Somalia,1805,29.4
4110,South Africa,1805,33.5
4112,Spain,1805,29.5
4113,Sri Lanka,1805,32.6
4114,Sudan,1805,31.4
4115,Suriname,1805,32.9
4117,Swaziland,1805,32.3
4118,Sweden,1805,41.05
4119,Switzerland,1805,38.0
4120,Syria,1805,31.1
4121,Taiwan,1805,28.3
4122,Tajikistan,1805,24.24
4123,Tanzania,1805,32.2
4124,Thailand,1805,30.4
4125,Timor-Leste,1805,28.95
4126,Togo,1805,31.3
4128,Tonga,1805,28.2
4130,Trinidad and Tobago,1805,32.9
4131,Tunisia,1805,28.8
4132,Turkey,1805,35.0
4133,Turkmenistan,1805,24.0
4136,Uganda,1805,25.3
4137,Ukraine,1805,36.6
4138,United Arab Emirates,1805,30.7
4139,United Kingdom,1805,42.32
4140,United States,1805,39.41
4141,Uruguay,1805,32.9
4143,Uzbekistan,1805,26.93
4145,Vanuatu,1805,24.3
4146,Venezuela,1805,32.2
4147,West Bank and Gaza,1805,32.1
4149,Western Sahara,1805,34.75
4150,Vietnam,1805,32.0
4151,Virgin Islands (U.S.),1805,33.4
4154,Yemen,1805,23.39
4156,Zambia,1805,32.6
4157,Zimbabwe,1805,33.7
4159,South Sudan,1805,26.67
4681,Afghanistan,1806,28.15
4683,Albania,1806,35.4
4684,Algeria,1806,28.82
4687,Angola,1806,26.98
4689,Antigua and Barbuda,1806,33.54
4690,Argentina,1806,33.2
4691,Armenia,1806,34.0
4692,Aruba,1806,34.42
4693,Australia,1806,34.05
4694,Austria,1806,34.4
4695,Azerbaijan,1806,29.17
4696,Bahamas,1806,35.18
4697,Bahrain,1806,30.3
4698,Bangladesh,1806,25.5
4699,Barbados,1806,32.12
4700,Belarus,1806,36.2
4701,Belgium,1806,40.05
4702,Belize,1806,26.5
4703,Benin,1806,31.0
4705,Bhutan,1806,28.8
4706,Bolivia,1806,33.0
4707,Bosnia and Herzegovina,1806,35.1
4708,Botswana,1806,33.6
4709,Brazil,1806,32.0
4711,Brunei,1806,29.2
4712,Bulgaria,1806,36.06
4713,Burkina Faso,1806,29.2
4714,Burundi,1806,31.5
4715,Cambodia,1806,35.0
4716,Cameroon,1806,28.75
4717,Canada,1806,39.01
4718,Cape Verde,1806,33.8
4720,Central African Republic,1806,30.0
4721,Chad,1806,30.9
4723,Chile,1806,32.0
4724,China,1806,32.0
4727,Colombia,1806,32.0
4728,Comoros,1806,32.1
4729,"Congo, Dem. Rep.",1806,31.6
4730,"Congo, Rep.",1806,32.7
4732,Costa Rica,1806,30.21
4733,Cote d'Ivoire,1806,31.16
4734,Croatia,1806,36.1
4735,Cuba,1806,33.02
4736,Cyprus,1806,38.5
4737,Czech Republic,1806,34.95
4739,Denmark,1806,43.78
4740,Djibouti,1806,29.9
4742,Dominican Republic,1806,29.9
4744,Ecuador,1806,32.9
4745,Egypt,1806,33.0
4746,El Salvador,1806,28.7
4747,Equatorial Guinea,1806,29.8
4748,Eritrea,1806,30.2
4750,Estonia,1806,34.12
4751,Ethiopia,1806,29.7
4754,Fiji,1806,26.1
4755,Finland,1806,38.78
4756,France,1806,35.0
4757,French Guiana,1806,30.5
4758,French Polynesia,1806,25.6
4759,Gabon,1806,30.6
4760,Gambia,1806,28.8
4761,Georgia,1806,31.87
4762,Germany,1806,38.37
4763,Ghana,1806,28.0
4765,Greece,1806,36.6
4766,Greenland,1806,33.87
4767,Grenada,1806,31.4
4768,Guadeloupe,1806,27.66
4769,Guam,1806,27.5
4770,Guatemala,1806,25.8
4772,Guinea,1806,29.56
4773,Guinea-Bissau,1806,32.0
4774,Guyana,1806,31.12
4775,Haiti,1806,29.0
4777,Honduras,1806,33.9
4778,"Hong Kong, China",1806,34.9
4779,Hungary,1806,36.0
4780,Iceland,1806,45.82
4781,India,1806,25.44
4782,Indonesia,1806,30.0
4783,Iran,1806,25.6
4784,Iraq,1806,31.2
4785,Ireland,1806,38.3
4787,Israel,1806,32.0
4788,Italy,1806,29.69
4789,Jamaica,1806,34.2
4790,Japan,1806,36.4
4792,Jordan,1806,31.7
4793,Kazakhstan,1806,26.2
4794,Kenya,1806,25.5
4795,Kiribati,1806,24.9
4796,North Korea,1806,26.0
4797,South Korea,1806,25.8
4800,Kuwait,1806,26.0
4801,Kyrgyz Republic,1806,23.94
4802,Lao,1806,31.9
4803,Latvia,1806,33.0
4804,Lebanon,1806,29.7
4805,Lesotho,1806,32.8
4806,Liberia,1806,31.1
4807,Libya,1806,33.1
4809,Lithuania,1806,28.9
4810,Luxembourg,1806,36.9
4811,"Macao, China",1806,34.7
4812,"Macedonia, FYR",1806,36.1
4813,Madagascar,1806,30.5
4814,Malawi,1806,30.3
4815,Malaysia,1806,30.6
4816,Maldives,1806,32.65
4817,Mali,1806,26.41
4818,Malta,1806,28.7
4820,Martinique,1806,30.15
4821,Mauritania,1806,32.0
4822,Mauritius,1806,28.7
4823,Mayotte,1806,32.5
4824,Mexico,1806,26.9
4825,"Micronesia, Fed. Sts.",1806,26.7
4826,Moldova,1806,33.15
4828,Mongolia,1806,31.8
4829,Montenegro,1806,35.4
4831,Morocco,1806,33.1
4832,Mozambique,1806,30.28
4833,Myanmar,1806,30.8
4834,Namibia,1806,32.4
4836,Nepal,1806,32.8
4837,Netherlands,1806,39.86
4838,Netherlands Antilles,1806,34.41
4839,New Caledonia,1806,26.0
4840,New Zealand,1806,34.05
4842,Nicaragua,1806,25.4
4843,Niger,1806,30.8
4844,Nigeria,1806,30.4
4849,Norway,1806,43.76
4850,Oman,1806,32.3
4851,Pakistan,1806,25.8
4853,Panama,1806,32.9
4854,Papua New Guinea,1806,31.5
4855,Paraguay,1806,35.5
4856,Peru,1806,35.7
4857,Philippines,1806,30.9
4859,Poland,1806,35.9
4860,Portugal,1806,35.6
4861,Puerto Rico,1806,30.43
4862,Qatar,1806,30.8
4863,Reunion,1806,33.0
4864,Romania,1806,35.7
4865,Russia,1806,29.57
4866,Rwanda,1806,31.8
4870,St. Lucia,1806,28.01
4872,St. Vincent and the Grenadines,1806,25.99
4874,Samoa,1806,25.4
4876,Sao Tome and Principe,1806,31.0
4877,Saudi Arabia,1806,32.1
4878,Senegal,1806,25.2
4879,Serbia,1806,35.5
4882,Seychelles,1806,37.0
4883,Sierra Leone,1806,25.1
4884,Singapore,1806,29.1
4885,Slovak Republic,1806,36.4
4886,Slovenia,1806,36.6
4887,Solomon Islands,1806,25.1
4888,Somalia,1806,29.4
4890,South Africa,1806,33.5
4892,Spain,1806,29.5
4893,Sri Lanka,1806,32.6
4894,Sudan,1806,31.4
4895,Suriname,1806,32.9
4897,Swaziland,1806,32.3
4898,Sweden,1806,36.17
4899,Switzerland,1806,38.0
4900,Syria,1806,31.1
4901,Taiwan,1806,28.3
4902,Tajikistan,1806,24.24
4903,Tanzania,1806,32.2
4904,Thailand,1806,30.4
4905,Timor-Leste,1806,28.95
4906,Togo,1806,31.3
4908,Tonga,1806,28.2
4910,Trinidad and Tobago,1806,32.9
4911,Tunisia,1806,28.8
4912,Turkey,1806,35.0
4913,Turkmenistan,1806,24.0
4916,Uganda,1806,25.3
4917,Ukraine,1806,36.6
4918,United Arab Emirates,1806,30.7
4919,United Kingdom,1806,43.22
4920,United States,1806,39.41
4921,Uruguay,1806,32.9
4923,Uzbekistan,1806,26.93
4925,Vanuatu,1806,24.3
4926,Venezuela,1806,32.2
4927,West Bank and Gaza,1806,32.1
4929,Western Sahara,1806,34.75
4930,Vietnam,1806,32.0
4931,Virgin Islands (U.S.),1806,33.4
4934,Yemen,1806,23.39
4936,Zambia,1806,32.6
4937,Zimbabwe,1806,33.7
4939,South Sudan,1806,26.67
5461,Afghanistan,1807,28.14
5463,Albania,1807,35.4
5464,Algeria,1807,28.82
5467,Angola,1807,26.98
5469,Antigua and Barbuda,1807,33.54
5470,Argentina,1807,33.2
5471,Armenia,1807,34.0
5472,Aruba,1807,34.42
5473,Australia,1807,34.05
5474,Austria,1807,34.4
5475,Azerbaijan,1807,29.17
5476,Bahamas,1807,35.18
5477,Bahrain,1807,30.3
5478,Bangladesh,1807,25.5
5479,Barbados,1807,32.12
5480,Belarus,1807,36.2
5481,Belgium,1807,40.06
5482,Belize,1807,26.5
5483,Benin,1807,31.0
5485,Bhutan,1807,28.8
5486,Bolivia,1807,33.0
5487,Bosnia and Herzegovina,1807,35.1
5488,Botswana,1807,33.6
5489,Brazil,1807,32.0
5491,Brunei,1807,29.2
5492,Bulgaria,1807,36.11
5493,Burkina Faso,1807,29.2
5494,Burundi,1807,31.5
5495,Cambodia,1807,35.0
5496,Cameroon,1807,28.75
5497,Canada,1807,39.01
5498,Cape Verde,1807,33.8
5500,Central African Republic,1807,30.0
5501,Chad,1807,30.9
5503,Chile,1807,32.0
5504,China,1807,32.0
5507,Colombia,1807,32.0
5508,Comoros,1807,32.1
5509,"Congo, Dem. Rep.",1807,31.6
5510,"Congo, Rep.",1807,32.7
5512,Costa Rica,1807,30.21
5513,Cote d'Ivoire,1807,31.16
5514,Croatia,1807,36.1
5515,Cuba,1807,33.18
5516,Cyprus,1807,38.5
5517,Czech Republic,1807,34.95
5519,Denmark,1807,42.58
5520,Djibouti,1807,29.9
5522,Dominican Republic,1807,29.9
5524,Ecuador,1807,32.9
5525,Egypt,1807,33.0
5526,El Salvador,1807,28.7
5527,Equatorial Guinea,1807,29.8
5528,Eritrea,1807,30.2
5530,Estonia,1807,34.3
5531,Ethiopia,1807,29.7
5534,Fiji,1807,26.1
5535,Finland,1807,36.6
5536,France,1807,34.2
5537,French Guiana,1807,30.5
5538,French Polynesia,1807,25.6
5539,Gabon,1807,30.6
5540,Gambia,1807,28.8
5541,Georgia,1807,31.87
5542,Germany,1807,38.37
5543,Ghana,1807,28.0
5545,Greece,1807,36.6
5546,Greenland,1807,33.87
5547,Grenada,1807,31.4
5548,Guadeloupe,1807,27.66
5549,Guam,1807,27.5
5550,Guatemala,1807,25.8
5552,Guinea,1807,29.57
5553,Guinea-Bissau,1807,32.0
5554,Guyana,1807,31.12
5555,Haiti,1807,29.0
5557,Honduras,1807,33.9
5558,"Hong Kong, China",1807,34.9
5559,Hungary,1807,36.0
5560,Iceland,1807,43.56
5561,India,1807,25.44
5562,Indonesia,1807,30.0
5563,Iran,1807,25.6
5564,Iraq,1807,31.2
5565,Ireland,1807,38.3
5567,Israel,1807,32.0
5568,Italy,1807,29.69
5569,Jamaica,1807,34.2
5570,Japan,1807,36.4
5572,Jordan,1807,31.7
5573,Kazakhstan,1807,26.2
5574,Kenya,1807,25.5
5575,Kiribati,1807,24.9
5576,North Korea,1807,26.0
5577,South Korea,1807,25.8
5580,Kuwait,1807,26.0
5581,Kyrgyz Republic,1807,23.94
5582,Lao,1807,31.9
5583,Latvia,1807,33.0
5584,Lebanon,1807,29.7
5585,Lesotho,1807,32.8
5586,Liberia,1807,31.1
5587,Libya,1807,33.1
5589,Lithuania,1807,28.9
5590,Luxembourg,1807,36.9
5591,"Macao, China",1807,34.7
5592,"Macedonia, FYR",1807,36.1
5593,Madagascar,1807,30.5
5594,Malawi,1807,30.3
5595,Malaysia,1807,30.6
5596,Maldives,1807,32.65
5597,Mali,1807,26.41
5598,Malta,1807,28.7
5600,Martinique,1807,30.15
5601,Mauritania,1807,32.0
5602,Mauritius,1807,28.7
5603,Mayotte,1807,32.5
5604,Mexico,1807,26.9
5605,"Micronesia, Fed. Sts.",1807,26.7
5606,Moldova,1807,33.15
5608,Mongolia,1807,31.8
5609,Montenegro,1807,35.4
5611,Morocco,1807,33.1
5612,Mozambique,1807,30.28
5613,Myanmar,1807,30.8
5614,Namibia,1807,32.4
5616,Nepal,1807,32.8
5617,Netherlands,1807,39.86
5618,Netherlands Antilles,1807,34.41
5619,New Caledonia,1807,26.0
5620,New Zealand,1807,34.05
5622,Nicaragua,1807,25.4
5623,Niger,1807,30.8
5624,Nigeria,1807,30.4
5629,Norway,1807,41.77
5630,Oman,1807,32.3
5631,Pakistan,1807,25.8
5633,Panama,1807,32.9
5634,Papua New Guinea,1807,31.5
5635,Paraguay,1807,35.5
5636,Peru,1807,35.7
5637,Philippines,1807,30.9
5639,Poland,1807,35.9
5640,Portugal,1807,35.6
5641,Puerto Rico,1807,30.43
5642,Qatar,1807,30.8
5643,Reunion,1807,33.0
5644,Romania,1807,35.7
5645,Russia,1807,29.57
5646,Rwanda,1807,31.8
5650,St. Lucia,1807,28.01
5652,St. Vincent and the Grenadines,1807,25.99
5654,Samoa,1807,25.4
5656,Sao Tome and Principe,1807,31.0
5657,Saudi Arabia,1807,32.1
5658,Senegal,1807,25.2
5659,Serbia,1807,35.5
5662,Seychelles,1807,37.0
5663,Sierra Leone,1807,25.1
5664,Singapore,1807,29.1
5665,Slovak Republic,1807,36.4
5666,Slovenia,1807,36.6
5667,Solomon Islands,1807,25.1
5668,Somalia,1807,29.4
5670,South Africa,1807,33.5
5672,Spain,1807,29.5
5673,Sri Lanka,1807,32.6
5674,Sudan,1807,31.4
5675,Suriname,1807,32.9
5677,Swaziland,1807,32.3
5678,Sweden,1807,38.76
5679,Switzerland,1807,38.0
5680,Syria,1807,31.1
5681,Taiwan,1807,28.3
5682,Tajikistan,1807,24.24
5683,Tanzania,1807,32.2
5684,Thailand,1807,30.4
5685,Timor-Leste,1807,28.95
5686,Togo,1807,31.3
5688,Tonga,1807,28.2
5690,Trinidad and Tobago,1807,32.9
5691,Tunisia,1807,28.8
5692,Turkey,1807,35.0
5693,Turkmenistan,1807,24.0
5696,Uganda,1807,25.3
5697,Ukraine,1807,36.6
5698,United Arab Emirates,1807,30.7
5699,United Kingdom,1807,40.05
5700,United States,1807,39.41
5701,Uruguay,1807,32.9
5703,Uzbekistan,1807,26.93
5705,Vanuatu,1807,24.3
5706,Venezuela,1807,32.2
5707,West Bank and Gaza,1807,32.1
5709,Western Sahara,1807,34.75
5710,Vietnam,1807,32.0
5711,Virgin Islands (U.S.),1807,33.4
5714,Yemen,1807,23.39
5716,Zambia,1807,32.6
5717,Zimbabwe,1807,33.7
5719,South Sudan,1807,26.67
6241,Afghanistan,1808,28.13
6243,Albania,1808,35.4
6244,Algeria,1808,28.82
6247,Angola,1808,26.98
6249,Antigua and Barbuda,1808,33.54
6250,Argentina,1808,33.2
6251,Armenia,1808,34.0
6252,Aruba,1808,34.42
6253,Australia,1808,34.05
6254,Austria,1808,34.4
6255,Azerbaijan,1808,29.17
6256,Bahamas,1808,35.18
6257,Bahrain,1808,30.3
6258,Bangladesh,1808,25.5
6259,Barbados,1808,32.12
6260,Belarus,1808,36.2
6261,Belgium,1808,40.06
6262,Belize,1808,26.5
6263,Benin,1808,31.0
6265,Bhutan,1808,28.8
6266,Bolivia,1808,33.0
6267,Bosnia and Herzegovina,1808,35.1
6268,Botswana,1808,33.6
6269,Brazil,1808,32.0
6271,Brunei,1808,29.2
6272,Bulgaria,1808,36.15
6273,Burkina Faso,1808,29.2
6274,Burundi,1808,31.5
6275,Cambodia,1808,35.0
6276,Cameroon,1808,28.75
6277,Canada,1808,39.01
6278,Cape Verde,1808,33.8
6280,Central African Republic,1808,30.0
6281,Chad,1808,30.9
6283,Chile,1808,32.0
6284,China,1808,32.0
6287,Colombia,1808,32.0
6288,Comoros,1808,32.1
6289,"Congo, Dem. Rep.",1808,31.6
6290,"Congo, Rep.",1808,32.7
6292,Costa Rica,1808,30.21
6293,Cote d'Ivoire,1808,31.16
6294,Croatia,1808,36.1
6295,Cuba,1808,33.34
6296,Cyprus,1808,38.5
6297,Czech Republic,1808,34.95
6299,Denmark,1808,39.37
6300,Djibouti,1808,29.9
6302,Dominican Republic,1808,29.9
6304,Ecuador,1808,32.9
6305,Egypt,1808,33.0
6306,El Salvador,1808,28.7
6307,Equatorial Guinea,1808,29.8
6308,Eritrea,1808,30.2
6310,Estonia,1808,34.49
6311,Ethiopia,1808,29.7
6314,Fiji,1808,26.1
6315,Finland,1808,12.48
6316,France,1808,34.5
6317,French Guiana,1808,30.5
6318,French Polynesia,1808,25.6
6319,Gabon,1808,30.6
6320,Gambia,1808,28.8
6321,Georgia,1808,31.87
6322,Germany,1808,38.37
6323,Ghana,1808,28.0
6325,Greece,1808,36.6
6326,Greenland,1808,33.87
6327,Grenada,1808,31.4
6328,Guadeloupe,1808,27.66
6329,Guam,1808,27.5
6330,Guatemala,1808,25.8
6332,Guinea,1808,29.58
6333,Guinea-Bissau,1808,32.0
6334,Guyana,1808,31.12
6335,Haiti,1808,29.0
6337,Honduras,1808,33.9
6338,"Hong Kong, China",1808,34.9
6339,Hungary,1808,36.0
6340,Iceland,1808,43.55
6341,India,1808,25.44
6342,Indonesia,1808,30.0
6343,Iran,1808,25.6
6344,Iraq,1808,31.2
6345,Ireland,1808,38.3
6347,Israel,1808,32.0
6348,Italy,1808,29.69
6349,Jamaica,1808,34.2
6350,Japan,1808,36.4
6352,Jordan,1808,31.7
6353,Kazakhstan,1808,26.2
6354,Kenya,1808,25.5
6355,Kiribati,1808,24.9
6356,North Korea,1808,26.0
6357,South Korea,1808,25.8
6360,Kuwait,1808,26.0
6361,Kyrgyz Republic,1808,23.94
6362,Lao,1808,31.9
6363,Latvia,1808,33.0
6364,Lebanon,1808,29.7
6365,Lesotho,1808,32.8
6366,Liberia,1808,31.1
6367,Libya,1808,33.1
6369,Lithuania,1808,28.9
6370,Luxembourg,1808,36.9
6371,"Macao, China",1808,34.7
6372,"Macedonia, FYR",1808,36.1
6373,Madagascar,1808,30.5
6374,Malawi,1808,30.3
6375,Malaysia,1808,30.6
6376,Maldives,1808,32.65
6377,Mali,1808,26.41
6378,Malta,1808,28.7
6380,Martinique,1808,30.15
6381,Mauritania,1808,32.0
6382,Mauritius,1808,28.7
6383,Mayotte,1808,32.5
6384,Mexico,1808,26.9
6385,"Micronesia, Fed. Sts.",1808,26.7
6386,Moldova,1808,33.15
6388,Mongolia,1808,31.8
6389,Montenegro,1808,35.4
6391,Morocco,1808,33.1
6392,Mozambique,1808,30.28
6393,Myanmar,1808,30.8
6394,Namibia,1808,32.4
6396,Nepal,1808,32.8
6397,Netherlands,1808,39.86
6398,Netherlands Antilles,1808,34.41
6399,New Caledonia,1808,26.0
6400,New Zealand,1808,34.05
6402,Nicaragua,1808,25.4
6403,Niger,1808,30.8
6404,Nigeria,1808,30.4
6409,Norway,1808,37.26
6410,Oman,1808,32.3
6411,Pakistan,1808,25.8
6413,Panama,1808,32.9
6414,Papua New Guinea,1808,31.5
6415,Paraguay,1808,35.5
6416,Peru,1808,35.7
6417,Philippines,1808,30.9
6419,Poland,1808,35.9
6420,Portugal,1808,35.6
6421,Puerto Rico,1808,30.43
6422,Qatar,1808,30.8
6423,Reunion,1808,33.0
6424,Romania,1808,35.7
6425,Russia,1808,29.57
6426,Rwanda,1808,31.8
6430,St. Lucia,1808,28.01
6432,St. Vincent and the Grenadines,1808,25.99
6434,Samoa,1808,25.4
6436,Sao Tome and Principe,1808,31.0
6437,Saudi Arabia,1808,32.1
6438,Senegal,1808,25.2
6439,Serbia,1808,35.5
6442,Seychelles,1808,37.0
6443,Sierra Leone,1808,25.1
6444,Singapore,1808,29.1
6445,Slovak Republic,1808,36.4
